unitid,"xgrcohrt",grcohrt,"xugenter",ugentern,"xpgrcohr",pgrcohrt,"xrrftct",rrftct,"xrrftex",rrftex,"xrrftcta",rrftcta,"xret_nmf",ret_nmf,"xret_pcf",ret_pcf,"xrrptct",rrptct,"xrrptex",rrptex,"xrrptcta",rrptcta,"xret_nmp",ret_nmp,"xret_pcp",ret_pcp
109332,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",53,"R",61,"Z",0,"Z",0,"Z",0,"Z",0,"A",
109350,"R",1336,"R",4631,"R",29,"R",1225,"R",0,"R",1225,"R",828,"R",68,"R",1269,"R",0,"R",1269,"R",534,"R",42
109651,"R",82,"R",161,"R",51,"R",302,"R",0,"R",302,"R",271,"R",90,"R",0,"R",0,"R",0,"R",0,"A",
109785,"R",1090,"R",1700,"R",64,"R",848,"R",0,"R",848,"R",697,"R",82,"R",7,"R",0,"R",7,"R",1,"R",14
109819,"R",2097,"R",6050,"R",35,"R",1686,"R",0,"R",1686,"R",1133,"R",67,"R",1906,"R",0,"R",1906,"R",748,"R",39
109891,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",3,"R",60,"R",0,"R",0,"R",0,"R",0,"A",
109907,"R",227,"R",1788,"R",13,"R",140,"R",0,"R",140,"R",74,"R",53,"R",337,"R",0,"R",337,"R",94,"R",28
109934,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",69,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
110051,"R",107,"R",179,"R",60,"R",62,"R",0,"R",62,"R",33,"R",53,"R",0,"R",0,"R",0,"R",0,"A",
110060,"R",12,"C",104,"C",12,"R",46,"R",12,"R",34,"R",27,"R",79,"R",8,"R",3,"R",5,"R",4,"R",80
110097,"R",838,"R",1137,"R",74,"R",789,"R",0,"R",789,"R",675,"R",86,"R",2,"R",0,"R",2,"R",1,"R",50
110176,"R",0,"R",0,"A",,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"R",0,"R",0,"A",
110185,"A",,"A",,"A",,"R",136,"Z",0,"R",136,"R",127,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"A",
110194,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",22,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
110219,"R",81,"R",189,"R",43,"R",8,"R",0,"R",8,"R",5,"R",63,"R",1,"R",0,"R",1,"R",1,"R",100
110246,"R",1054,"R",3699,"R",28,"R",922,"R",0,"R",922,"R",641,"R",70,"R",820,"R",0,"R",820,"R",298,"R",36
110334,"R",749,"R",3893,"R",19,"R",696,"R",0,"R",696,"R",514,"R",74,"R",1066,"R",0,"R",1066,"R",404,"R",38
110361,"R",438,"R",955,"R",46,"R",489,"R",0,"R",489,"R",361,"R",74,"R",6,"R",0,"R",6,"R",2,"R",33
110370,"R",247,"R",427,"R",58,"R",186,"Z",0,"R",186,"R",143,"R",77,"R",1,"Z",0,"R",1,"R",1,"R",100
110404,"R",236,"R",245,"R",96,"R",231,"Z",0,"R",231,"R",226,"R",98,"Z",0,"Z",0,"Z",0,"Z",0,"A",
110413,"R",482,"R",710,"R",68,"R",423,"R",0,"R",423,"R",345,"R",82,"R",1,"R",0,"R",1,"R",0,"R",0
110422,"R",3449,"R",4307,"R",80,"R",4419,"Z",0,"R",4419,"R",3940,"R",89,"R",83,"Z",0,"R",83,"R",59,"R",71
110486,"R",896,"R",1692,"R",53,"R",859,"Z",0,"R",859,"R",619,"R",72,"R",16,"Z",0,"R",16,"R",5,"R",31
110495,"R",899,"R",1786,"R",50,"R",910,"Z",0,"R",910,"R",743,"R",82,"R",76,"Z",0,"R",76,"R",40,"R",53
110510,"R",1917,"R",4001,"R",48,"R",1656,"Z",0,"R",1656,"R",1290,"R",78,"R",64,"Z",0,"R",64,"R",30,"R",47
110529,"R",2538,"R",4141,"R",61,"R",3414,"Z",0,"R",3414,"R",2721,"R",80,"R",195,"Z",0,"R",195,"R",122,"R",63
110538,"R",2728,"R",4234,"R",64,"R",2710,"Z",0,"R",2710,"R",2155,"R",80,"R",61,"Z",0,"R",61,"R",30,"R",49
110547,"R",889,"R",3012,"R",30,"R",913,"Z",0,"R",913,"R",589,"R",65,"R",82,"Z",0,"R",82,"R",40,"R",49
110556,"R",2732,"R",5630,"R",49,"R",2552,"Z",0,"R",2552,"R",2086,"R",82,"R",91,"Z",0,"R",91,"R",44,"R",48
110565,"R",4519,"R",9339,"R",48,"R",4040,"Z",0,"R",4040,"R",3204,"R",79,"R",112,"Z",0,"R",112,"R",58,"R",52
110574,"R",1356,"R",3528,"R",38,"R",1032,"Z",0,"R",1032,"R",763,"R",74,"R",28,"Z",0,"R",28,"R",14,"R",50
110583,"R",4537,"R",7883,"R",58,"R",4134,"Z",0,"R",4134,"R",3561,"R",86,"R",82,"Z",0,"R",82,"R",62,"R",76
110592,"R",1676,"R",4249,"R",39,"R",1767,"Z",0,"R",1767,"R",1311,"R",74,"R",164,"Z",0,"R",164,"R",67,"R",41
110608,"R",4513,"R",8535,"R",53,"R",3978,"Z",0,"R",3978,"R",2927,"R",74,"R",148,"Z",0,"R",148,"R",69,"R",47
110617,"R",2538,"R",7130,"R",36,"R",2357,"Z",0,"R",2357,"R",1844,"R",78,"R",112,"Z",0,"R",112,"R",56,"R",50
110635,"R",4239,"R",6273,"R",68,"R",4204,"R",0,"R",4204,"R",4059,"R",97,"R",21,"R",0,"R",21,"R",19,"R",90
110644,"R",4861,"R",6881,"R",71,"R",4829,"R",3,"R",4826,"R",4357,"R",90,"R",126,"R",0,"R",126,"R",97,"R",77
110653,"R",4561,"R",5929,"R",77,"R",4918,"R",1,"R",4917,"R",4601,"R",94,"R",13,"R",0,"R",13,"R",9,"R",69
110662,"R",4715,"R",7954,"R",59,"R",4551,"R",0,"R",4551,"R",4403,"R",97,"R",12,"R",0,"R",12,"R",10,"R",83
110671,"R",4403,"R",5284,"R",83,"R",3700,"R",0,"R",3700,"R",3118,"R",84,"R",28,"R",0,"R",28,"R",16,"R",57
110680,"R",4288,"R",6169,"R",70,"R",4132,"R",0,"R",4132,"R",3903,"R",94,"R",9,"R",0,"R",9,"R",7,"R",78
110705,"R",4362,"R",5996,"R",73,"R",4321,"R",0,"R",4321,"R",3911,"R",91,"R",17,"R",0,"R",17,"R",14,"R",82
110714,"R",3954,"R",4831,"R",82,"R",3689,"R",0,"R",3689,"R",3253,"R",88,"R",15,"R",0,"R",15,"R",7,"R",47
110875,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",10,"R",77,"N",10,"N",0,"N",10,"N",8,"N",80
110918,"R",3,"R",10,"R",30,"R",10,"R",0,"R",10,"R",3,"R",30,"R",0,"R",0,"R",0,"R",0,"A",
110945,"A",,"A",,"A",,"R",97,"R",2,"R",95,"R",69,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
111009,"A",,"A",,"A",,"R",220,"R",2,"R",218,"R",174,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
111054,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",36,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
111081,"R",171,"R",316,"R",54,"R",134,"R",0,"R",134,"R",102,"R",76,"R",0,"Z",0,"R",0,"Z",0,"A",
111188,"R",153,"R",298,"R",51,"R",155,"Z",0,"R",155,"R",115,"R",74,"R",6,"Z",0,"R",6,"R",3,"R",50
111434,"R",262,"R",2393,"R",11,"R",228,"R",0,"R",228,"R",147,"R",64,"R",396,"R",0,"R",396,"R",144,"R",36
111461,"R",1534,"R",5704,"R",27,"R",1353,"R",0,"R",1353,"R",920,"R",68,"R",1432,"R",0,"R",1432,"R",461,"R",32
111513,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",11,"R",79,"R",17,"R",0,"R",17,"R",11,"R",65
111638,"A",,"A",,"A",,"R",129,"R",0,"R",129,"R",95,"R",74,"R",1,"R",0,"R",1,"R",1,"R",100
111708,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",36,"R",92,"R",15,"R",0,"R",15,"R",3,"R",20
111717,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",59,"R",100,"R",14,"R",0,"R",14,"R",8,"R",57
111726,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",63,"R",93,"R",0,"R",0,"R",0,"R",0,"A",
111744,"A",,"A",,"A",,"R",23,"R",1,"R",22,"R",22,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
111762,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",36,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
111771,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",28,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
111799,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",45,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
111887,"R",1977,"R",7582,"R",26,"R",1661,"R",0,"R",1661,"R",1185,"R",71,"R",2390,"R",0,"R",2390,"R",1059,"R",44
111896,"R",313,"R",2205,"R",14,"R",209,"R",0,"R",209,"R",114,"R",55,"R",317,"R",0,"R",317,"R",72,"R",23
111920,"R",978,"R",4066,"R",24,"R",896,"R",0,"R",896,"R",621,"R",69,"R",1473,"R",0,"R",1473,"R",483,"R",33
111939,"R",1771,"R",6612,"R",27,"R",1427,"R",0,"R",1427,"R",1036,"R",73,"R",1747,"R",0,"R",1747,"R",824,"R",47
111948,"R",961,"R",1287,"R",75,"R",934,"R",0,"R",934,"R",806,"R",86,"R",3,"R",0,"R",3,"R",2,"R",67
111966,"R",0,"R",91,"R",0,"R",33,"R",0,"R",33,"R",24,"R",73,"R",5,"R",0,"R",5,"R",3,"R",60
112075,"R",327,"R",538,"R",61,"R",226,"R",0,"R",226,"R",215,"R",95,"R",0,"R",0,"R",0,"R",0,"A",
112084,"R",56,"R",140,"R",40,"R",80,"R",0,"R",80,"R",44,"R",55,"R",1,"R",0,"R",1,"R",1,"R",100
112172,"R",1416,"R",4594,"R",31,"R",1447,"R",0,"R",1447,"R",1087,"R",75,"R",1049,"R",0,"R",1049,"R",495,"R",47
112190,"R",1944,"R",9760,"R",20,"R",1625,"R",0,"R",1625,"R",1240,"R",76,"R",2370,"R",0,"R",2370,"R",976,"R",41
112260,"R",320,"R",379,"R",84,"R",268,"R",0,"R",268,"R",261,"R",97,"R",0,"R",0,"R",0,"R",0,"A",
112312,"R",8,"R",40,"R",20,"R",3,"Z",0,"R",3,"R",2,"R",67,"Z",0,"Z",0,"Z",0,"R",0,"A",
112367,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",73,"R",73,"R",146,"R",0,"R",146,"R",90,"R",62
112385,"R",101,"R",5289,"R",2,"R",60,"R",0,"R",60,"R",32,"R",53,"R",1570,"R",0,"R",1570,"R",440,"R",28
112394,"R",14,"C",38,"C",37,"R",16,"R",0,"R",16,"R",12,"R",75,"R",1,"R",0,"R",1,"R",0,"R",0
112446,"R",44,"R",44,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",
112455,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",16,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"A",
112516,"A",,"A",,"A",,"R",254,"Z",0,"R",254,"R",198,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"A",
112561,"R",274,"R",1544,"R",18,"R",257,"R",0,"R",257,"R",144,"R",56,"R",338,"R",0,"R",338,"R",118,"R",35
112570,"R",41,"R",108,"R",38,"R",52,"R",0,"R",52,"R",20,"R",38,"R",8,"R",0,"R",8,"R",4,"R",50
112686,"R",287,"R",2133,"R",13,"R",246,"R",0,"R",246,"R",113,"R",46,"R",411,"R",0,"R",411,"R",92,"R",22
112783,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",120,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
112826,"R",362,"R",2119,"R",17,"R",356,"R",0,"R",356,"R",243,"R",68,"R",681,"R",0,"R",681,"R",254,"R",37
113096,"R",1167,"R",5127,"R",23,"R",987,"R",0,"R",987,"R",687,"R",70,"R",1173,"R",0,"R",1173,"R",443,"R",38
113111,"R",654,"R",2235,"R",29,"R",484,"R",0,"R",484,"R",329,"R",68,"R",478,"R",0,"R",478,"R",198,"R",41
113193,"R",1252,"R",4051,"R",31,"R",956,"R",0,"R",956,"R",617,"R",65,"R",674,"R",0,"R",674,"R",195,"R",29
113218,"R",601,"R",3417,"R",18,"R",542,"R",0,"R",542,"R",336,"R",62,"R",678,"R",0,"R",678,"R",223,"R",33
113227,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",12,"R",67,"R",1,"R",0,"R",1,"R",1,"R",100
113236,"R",1473,"R",5328,"R",28,"R",1196,"R",0,"R",1196,"R",860,"R",72,"R",1060,"R",0,"R",1060,"R",473,"R",45
113333,"R",2648,"R",8841,"R",30,"R",2040,"R",0,"R",2040,"R",1632,"R",80,"R",2414,"R",0,"R",2414,"R",773,"R",32
113397,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",30,"R",100,"R",5,"R",0,"R",5,"R",3,"R",60
113449,"A",,"A",,"A",,"R",107,"R",6,"R",101,"R",89,"R",88,"Z",0,"Z",0,"Z",0,"Z",0,"A",
113537,"A",,"A",,"A",,"R",0,"Z",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",
113573,"R",1083,"R",3182,"R",34,"R",831,"R",0,"R",831,"R",550,"R",66,"R",711,"R",0,"R",711,"R",325,"R",46
113582,"R",26,"R",37,"R",70,"R",12,"Z",0,"R",12,"R",9,"R",75,"R",2,"Z",0,"R",2,"R",2,"R",100
113607,"R",696,"R",2134,"R",33,"R",562,"Z",0,"R",562,"R",300,"R",53,"R",277,"Z",0,"R",277,"R",82,"R",30
113634,"R",1499,"R",5621,"R",27,"R",1428,"R",0,"R",1428,"R",999,"R",70,"R",1630,"R",0,"R",1630,"R",704,"R",43
113698,"R",267,"R",400,"R",67,"R",296,"Z",0,"R",296,"R",204,"R",69,"R",1,"Z",0,"R",1,"R",1,"R",100
113856,"R",1500,"R",10040,"R",15,"R",2185,"R",0,"R",2185,"R",1755,"R",80,"R",3616,"R",0,"R",3616,"R",1439,"R",40
113908,"A",,"A",,"A",,"R",24,"Z",0,"R",24,"R",21,"R",88,"R",6,"R",0,"R",6,"R",4,"R",67
113980,"R",2279,"R",8216,"R",28,"R",2029,"R",0,"R",2029,"R",1500,"R",74,"R",2150,"R",0,"R",2150,"R",862,"R",40
114062,"A",,"A",,"A",,"R",91,"R",0,"R",91,"R",50,"R",55,"R",27,"R",0,"R",27,"R",18,"R",67
114071,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",95,"R",90,"R",21,"R",0,"R",21,"R",18,"R",86
114080,"A",,"A",,"A",,"R",138,"R",0,"R",138,"R",73,"R",53,"R",9,"R",0,"R",9,"R",4,"R",44
114123,"A",,"A",,"A",,"R",332,"R",0,"R",332,"R",262,"R",79,"R",4,"Z",0,"R",4,"R",2,"R",50
114266,"R",690,"R",3791,"R",18,"R",586,"R",0,"R",586,"R",450,"R",77,"R",891,"R",0,"R",891,"R",314,"R",35
114354,"R",860,"R",1773,"R",49,"R",965,"R",0,"R",965,"R",689,"R",71,"R",38,"R",0,"R",38,"R",19,"R",50
114372,"R",37,"R",37,"R",100,"R",38,"R",0,"R",38,"R",31,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
114390,"R",205,"R",435,"R",47,"R",259,"R",0,"R",259,"R",170,"R",66,"R",4,"R",0,"R",4,"R",4,"R",100
114415,"R",249,"R",414,"R",60,"R",285,"R",0,"R",285,"R",210,"R",74,"R",10,"R",0,"R",10,"R",6,"R",60
114433,"R",227,"R",730,"R",31,"R",201,"R",0,"R",201,"R",107,"R",53,"R",135,"R",0,"R",135,"R",18,"R",13
114460,"A",,"A",,"A",,"R",120,"R",0,"R",120,"R",25,"R",21,"R",69,"R",0,"R",69,"R",17,"R",25
114628,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",30,"R",75,"R",22,"R",0,"R",22,"R",13,"R",59
114716,"R",950,"R",5875,"R",16,"R",781,"R",0,"R",781,"R",542,"R",69,"R",1124,"R",0,"R",1124,"R",406,"R",36
114761,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",18,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
114789,"R",2998,"R",7840,"R",38,"R",2425,"R",0,"R",2425,"R",1541,"R",64,"R",1942,"R",0,"R",1942,"R",753,"R",39
114813,"R",145,"R",505,"R",29,"R",177,"Z",0,"R",177,"R",133,"R",75,"R",0,"Z",0,"R",0,"R",0,"A",
114859,"R",2677,"R",7403,"R",36,"R",2215,"R",0,"R",2215,"R",1581,"R",71,"R",1447,"R",0,"R",1447,"R",656,"R",45
114938,"R",354,"R",3816,"R",9,"R",539,"R",0,"R",539,"R",352,"R",65,"R",825,"R",0,"R",825,"R",167,"R",20
114947,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",3,"R",50,"R",9,"R",0,"R",9,"R",5,"R",56
115001,"R",1474,"R",5244,"R",28,"R",1360,"R",0,"R",1360,"R",998,"R",73,"R",1274,"R",0,"R",1274,"R",612,"R",48
115010,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",52,"R",95,"Z",0,"Z",0,"Z",0,"Z",0,"A",
115083,"R",2,"R",9,"R",22,"R",0,"Z",0,"R",0,"R",0,"A",,"R",5,"Z",0,"R",5,"R",2,"R",40
115126,"R",1127,"R",4954,"R",23,"R",1099,"R",0,"R",1099,"R",661,"R",60,"R",1028,"R",0,"R",1028,"R",364,"R",35
115296,"R",1650,"R",6509,"R",25,"R",1646,"R",0,"R",1646,"R",974,"R",59,"R",1209,"R",0,"R",1209,"R",435,"R",36
115357,"A",,"A",,"A",,"R",52,"Z",0,"R",52,"R",30,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"A",
115393,"R",655,"R",2750,"R",24,"R",516,"R",0,"R",516,"R",375,"R",73,"R",907,"R",0,"R",907,"R",259,"R",29
115409,"R",202,"R",206,"R",98,"R",196,"R",1,"R",195,"R",187,"R",96,"R",0,"R",0,"R",0,"R",0,"A",
115454,"R",174,"R",225,"R",77,"R",90,"R",0,"R",90,"R",50,"R",56,"R",44,"R",0,"R",44,"R",21,"R",48
115472,"R",264,"R",314,"R",84,"R",245,"R",0,"R",245,"R",128,"R",52,"R",27,"R",0,"R",27,"R",11,"R",41
115490,"R",211,"R",246,"R",86,"R",171,"Z",0,"R",171,"R",110,"R",64,"R",26,"Z",0,"R",26,"R",15,"R",58
115515,"R",151,"R",205,"R",74,"R",135,"R",0,"R",135,"R",72,"R",53,"R",24,"R",0,"R",24,"R",18,"R",75
115533,"R",274,"R",309,"R",89,"R",166,"R",0,"R",166,"R",90,"R",54,"R",55,"R",0,"R",55,"R",16,"R",29
115658,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",16,"R",0,"R",16,"R",12,"R",75
115728,"R",127,"R",323,"R",39,"R",136,"R",0,"R",136,"R",84,"R",62,"R",3,"R",0,"R",3,"R",1,"R",33
115755,"R",1168,"R",2133,"R",55,"R",1039,"Z",0,"R",1039,"R",752,"R",72,"R",13,"Z",0,"R",13,"R",7,"R",54
115773,"R",98,"R",182,"R",54,"R",41,"R",5,"R",36,"R",24,"R",67,"R",20,"R",4,"R",16,"R",8,"R",50
115861,"R",735,"R",2603,"R",28,"R",996,"R",0,"R",996,"R",752,"R",76,"R",556,"R",0,"R",556,"R",253,"R",46
115931,"A",,"A",,"A",,"R",253,"R",0,"R",253,"R",34,"R",13,"R",0,"R",0,"R",0,"R",0,"A",
116040,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",2,"R",0,"R",2,"R",0,"R",0
116226,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",9,"R",0,"R",9,"R",9,"R",100
116350,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",3,"R",60,"R",3,"R",0,"R",3,"R",0,"R",0
116439,"R",920,"R",3819,"R",24,"R",831,"R",0,"R",831,"R",589,"R",71,"R",831,"R",0,"R",831,"R",306,"R",37
116466,"R",156,"R",264,"R",59,"R",155,"R",4,"R",151,"R",67,"R",44,"R",29,"R",0,"R",29,"R",8,"R",28
116475,"R",118,"R",157,"R",75,"R",104,"R",5,"R",99,"R",49,"R",49,"R",25,"R",0,"R",25,"R",6,"R",24
116484,"R",130,"R",160,"R",81,"R",98,"R",1,"R",97,"R",53,"R",55,"R",26,"R",2,"R",24,"R",5,"R",21
116563,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",54,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
116846,"R",14,"R",21,"R",67,"R",32,"R",8,"R",24,"R",15,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
117052,"R",2000,"R",5413,"R",37,"R",1507,"R",0,"R",1507,"R",980,"R",65,"R",1214,"R",0,"R",1214,"R",431,"R",36
117104,"R",52,"R",202,"R",26,"R",45,"Z",0,"R",45,"R",34,"R",76,"R",4,"Z",0,"R",4,"R",1,"R",25
117113,"R",505,"R",590,"R",86,"R",445,"R",0,"R",445,"R",248,"R",56,"R",69,"R",0,"R",69,"R",25,"R",36
117140,"R",299,"R",791,"R",38,"R",334,"R",1,"R",333,"R",263,"R",79,"R",2,"R",0,"R",2,"R",0,"R",0
117168,"R",58,"R",106,"R",55,"R",30,"R",0,"R",30,"R",23,"R",77,"R",3,"R",0,"R",3,"R",0,"R",0
117195,"R",216,"R",817,"R",26,"R",99,"R",0,"R",99,"R",64,"R",65,"R",232,"R",0,"R",232,"R",69,"R",30
117238,"A",,"A",,"A",,"R",121,"R",0,"R",121,"R",105,"R",87,"R",0,"R",0,"R",0,"R",0,"A",
117247,"R",640,"R",4902,"R",13,"R",451,"R",0,"R",451,"R",224,"R",50,"R",999,"R",0,"R",999,"R",264,"R",26
117274,"R",139,"R",690,"R",20,"R",109,"R",0,"R",109,"R",64,"R",59,"R",302,"R",0,"R",302,"R",69,"R",23
117557,"R",28,"R",41,"R",68,"R",33,"R",0,"R",33,"R",11,"R",33,"R",1,"R",0,"R",1,"R",1,"R",100
117575,"R",1,"R",21,"R",5,"R",4,"R",0,"R",4,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0
117627,"R",302,"R",483,"R",63,"R",327,"R",0,"R",327,"R",232,"R",71,"R",10,"R",0,"R",10,"R",2,"R",20
117645,"R",2011,"R",8729,"R",23,"R",1628,"R",0,"R",1628,"R",1139,"R",70,"R",2735,"R",0,"R",2735,"R",1002,"R",37
117690,"R",669,"R",3616,"R",19,"R",689,"R",0,"R",689,"R",451,"R",65,"R",866,"R",0,"R",866,"R",323,"R",37
117706,"R",1486,"R",7810,"R",19,"R",1504,"R",0,"R",1504,"R",1120,"R",74,"R",2236,"R",0,"R",2236,"R",1058,"R",47
117715,"R",355,"R",3387,"R",10,"R",293,"R",0,"R",293,"R",159,"R",54,"R",438,"R",0,"R",438,"R",121,"R",28
117724,"R",736,"R",7867,"R",9,"R",650,"R",0,"R",650,"R",421,"R",65,"R",1722,"R",0,"R",1722,"R",509,"R",30
117733,"R",962,"R",6671,"R",14,"R",959,"R",0,"R",959,"R",662,"R",69,"R",1742,"R",0,"R",1742,"R",672,"R",39
117751,"R",192,"R",313,"R",61,"R",208,"R",0,"R",208,"R",163,"R",78,"R",2,"R",0,"R",2,"R",0,"R",0
117788,"R",843,"R",7152,"R",12,"R",950,"R",0,"R",950,"R",640,"R",67,"R",1748,"R",0,"R",1748,"R",686,"R",39
117867,"R",631,"R",4340,"R",15,"R",485,"R",0,"R",485,"R",332,"R",68,"R",801,"R",0,"R",801,"R",310,"R",39
117894,"R",755,"R",3188,"R",24,"R",578,"R",0,"R",578,"R",380,"R",66,"R",755,"R",0,"R",755,"R",279,"R",37
117928,"R",257,"R",455,"R",56,"R",220,"R",0,"R",220,"R",150,"R",68,"R",96,"R",0,"R",96,"R",36,"R",38
117946,"R",1261,"R",1599,"R",79,"R",1267,"R",0,"R",1267,"R",1107,"R",87,"R",1,"R",0,"R",1,"R",1,"R",100
118116,"A",,"A",,"A",,"R",12,"Z",0,"R",12,"R",9,"R",75,"R",73,"Z",0,"R",73,"R",54,"R",74
118125,"A",,"A",,"A",,"R",17,"Z",0,"R",17,"R",13,"R",76,"R",27,"Z",0,"R",27,"R",22,"R",81
118134,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",44,"R",79,"R",35,"R",0,"R",35,"R",27,"R",77
118143,"A",,"A",,"A",,"R",10,"Z",0,"R",10,"R",10,"R",100,"R",3,"R",0,"R",3,"R",3,"R",100
118161,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",33,"R",100,"R",1,"R",0,"R",1,"R",1,"R",100
118189,"A",,"A",,"A",,"R",211,"R",0,"R",211,"R",171,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
118198,"A",,"A",,"A",,"R",183,"R",0,"R",183,"R",178,"R",97,"R",5,"R",0,"R",5,"R",5,"R",100
118259,"A",,"A",,"A",,"R",155,"R",0,"R",155,"R",122,"R",79,"R",57,"R",0,"R",57,"R",15,"R",26
118277,"A",,"A",,"A",,"R",323,"R",0,"R",323,"R",287,"R",89,"R",51,"R",0,"R",51,"R",10,"R",20
118286,"A",,"A",,"A",,"R",379,"R",0,"R",379,"R",348,"R",92,"R",26,"R",0,"R",26,"R",1,"R",4
118347,"R",269,"R",1974,"R",14,"R",265,"R",0,"R",265,"R",112,"R",42,"R",561,"R",0,"R",561,"R",144,"R",26
118356,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",26,"R",26,"R",0,"R",0,"R",0,"R",0,"A",
118374,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",6,"R",40,"R",8,"R",0,"R",8,"R",3,"R",38
118383,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",34,"R",60,"R",18,"R",0,"R",18,"R",13,"R",72
118417,"A",,"A",,"A",,"R",27,"Z",0,"R",27,"R",16,"R",59,"R",1,"R",0,"R",1,"R",1,"R",100
118426,"A",,"A",,"A",,"R",29,"Z",0,"R",29,"R",11,"R",38,"R",4,"R",0,"R",4,"R",4,"R",100
118435,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",19,"R",63,"R",17,"R",0,"R",17,"R",9,"R",53
118444,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",22,"R",55,"R",43,"R",0,"R",43,"R",32,"R",74
118453,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",31,"R",66,"R",31,"R",0,"R",31,"R",14,"R",45
118480,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",19,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
118541,"R",279,"R",310,"R",90,"R",346,"Z",0,"R",346,"R",215,"R",62,"R",35,"Z",0,"R",35,"R",24,"R",69
118684,"R",215,"R",1175,"R",18,"R",195,"R",0,"R",195,"R",114,"R",58,"R",279,"R",0,"R",279,"R",92,"R",33
118693,"R",158,"R",256,"R",62,"R",158,"R",0,"R",158,"R",98,"R",62,"R",1,"R",0,"R",1,"Z",0,"R",0
118718,"R",1273,"R",3248,"R",39,"R",1009,"R",0,"R",1009,"R",652,"R",65,"R",814,"R",0,"R",814,"R",221,"R",27
118772,"R",260,"R",3020,"R",9,"R",214,"R",0,"R",214,"R",98,"R",46,"R",509,"R",0,"R",509,"R",132,"R",26
118888,"R",200,"R",335,"R",60,"R",185,"R",0,"R",185,"R",137,"R",74,"R",0,"R",0,"R",0,"R",0,"A",
118912,"R",1139,"R",4479,"R",25,"R",852,"R",0,"R",852,"R",559,"R",66,"R",1257,"R",0,"R",1257,"R",420,"R",33
