unitid,"xgrcohrt",grcohrt,"xugenter",ugentern,"xpgrcohr",pgrcohrt,"xrrftct",rrftct,"xrrftex",rrftex,"xrrftcta",rrftcta,"xret_nmf",ret_nmf,"xret_pcf",ret_pcf,"xrrptct",rrptct,"xrrptex",rrptex,"xrrptcta",rrptcta,"xret_nmp",ret_nmp,"xret_pcp",ret_pcp
151102,"R",1907,"R",3535,"R",54,"R",1564,"R",0,"R",1564,"R",979,"R",63,"R",125,"R",0,"R",125,"R",53,"R",42
151111,"R",2808,"R",4787,"R",59,"R",2589,"R",4,"R",2585,"R",1756,"R",68,"R",189,"R",1,"R",188,"R",78,"R",41
151157,"R",32,"R",35,"R",91,"R",20,"R",0,"R",20,"R",9,"R",45,"R",5,"R",0,"R",5,"R",3,"R",60
151166,"R",163,"R",568,"R",29,"R",188,"R",0,"R",188,"R",82,"R",44,"R",50,"R",0,"R",50,"R",20,"R",40
151184,"R",16,"R",19,"R",84,"R",31,"R",0,"R",31,"R",17,"R",55,"R",11,"R",0,"R",11,"R",9,"R",82
151193,"R",25,"R",30,"R",83,"R",29,"R",0,"R",29,"R",16,"R",55,"R",12,"R",0,"R",12,"R",9,"R",75
151209,"R",84,"R",108,"R",78,"R",26,"R",0,"R",26,"R",13,"R",50,"R",5,"R",0,"R",5,"R",1,"R",20
151236,"R",27,"R",69,"R",39,"R",25,"R",0,"R",25,"R",11,"R",44,"R",6,"R",0,"R",6,"R",2,"R",33
151245,"R",37,"R",40,"R",93,"R",26,"R",0,"R",26,"R",13,"R",50,"R",8,"R",0,"R",8,"R",3,"R",38
151263,"R",741,"R",1004,"R",74,"R",764,"R",1,"R",763,"R",555,"R",73,"R",66,"Z",0,"R",66,"R",29,"R",44
151290,"R",341,"R",894,"R",38,"R",309,"Z",0,"R",309,"R",233,"R",75,"R",97,"Z",0,"R",97,"R",7,"R",7
151306,"R",2059,"R",2723,"R",76,"R",2074,"R",0,"R",2074,"R",1360,"R",66,"R",62,"R",0,"R",62,"R",44,"R",71
151324,"R",1912,"R",2690,"R",71,"R",1691,"R",2,"R",1689,"R",1120,"R",66,"R",28,"R",0,"R",28,"R",4,"R",14
151333,"R",341,"R",837,"R",41,"R",374,"R",1,"R",373,"R",208,"R",56,"R",46,"R",0,"R",46,"R",16,"R",35
151342,"R",948,"R",2403,"R",39,"R",793,"R",0,"R",793,"R",488,"R",62,"R",169,"R",1,"R",168,"R",76,"R",45
151351,"R",7553,"R",8703,"R",87,"R",7171,"R",5,"R",7166,"R",6483,"R",90,"R",15,"R",0,"R",15,"R",10,"R",67
151360,"R",598,"R",1238,"R",48,"R",506,"R",0,"R",506,"R",332,"R",66,"R",137,"R",0,"R",137,"R",67,"R",49
151379,"R",970,"R",1726,"R",56,"R",774,"R",2,"R",772,"R",485,"R",63,"R",92,"R",0,"R",92,"R",33,"R",36
151388,"R",291,"R",835,"R",35,"R",246,"R",3,"R",243,"R",153,"R",63,"R",52,"R",0,"R",52,"R",19,"R",37
151458,"R",313,"R",340,"R",92,"R",348,"R",0,"R",348,"R",285,"R",82,"R",39,"R",0,"R",39,"R",23,"R",59
151467,"R",318,"R",318,"R",100,"R",218,"R",0,"R",218,"R",157,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",
151494,"R",163,"R",214,"R",76,"R",116,"R",6,"R",110,"R",48,"R",44,"R",13,"R",0,"R",13,"R",0,"R",0
151500,"R",99,"R",128,"R",77,"R",84,"R",5,"R",79,"R",36,"R",46,"R",26,"R",0,"R",26,"R",11,"R",42
151519,"R",471,"R",1201,"R",39,"R",285,"R",11,"R",274,"R",117,"R",43,"R",261,"R",6,"R",255,"R",35,"R",14
151537,"R",0,"R",0,"A",,"R",31,"Z",0,"R",31,"R",28,"R",90,"Z",0,"Z",0,"Z",0,"Z",0,"A",
151564,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",7,"R",64,"R",33,"R",0,"R",33,"R",22,"R",67
151607,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",19,"R",83,"R",2,"Z",0,"R",2,"R",2,"R",100
151616,"R",71,"R",166,"R",43,"R",240,"R",0,"R",240,"R",74,"R",31,"R",0,"R",0,"R",0,"R",0,"A",
151625,"R",267,"R",267,"R",100,"R",255,"R",0,"R",255,"R",127,"R",50,"R",0,"Z",0,"R",0,"R",0,"A",
151652,"A",,"A",,"A",,"R",54,"Z",0,"R",54,"R",43,"R",80,"R",16,"Z",0,"R",16,"R",7,"R",44
151661,"A",,"A",,"A",,"R",798,"R",7,"R",791,"R",433,"R",55,"R",0,"R",0,"R",0,"R",0,"A",
151777,"R",396,"R",436,"R",91,"R",317,"R",0,"R",317,"R",214,"R",68,"R",0,"R",0,"R",0,"R",0,"A",
151786,"R",326,"R",561,"R",58,"R",264,"R",0,"R",264,"R",186,"R",70,"R",8,"R",0,"R",8,"R",2,"R",25
151801,"R",1716,"R",4131,"R",42,"R",1449,"R",0,"R",1449,"R",1110,"R",77,"R",11,"R",0,"R",11,"R",4,"R",36
151810,"R",49,"R",234,"R",21,"R",39,"R",0,"R",39,"R",30,"R",77,"R",48,"R",0,"R",48,"R",23,"R",48
151829,"A",,"A",,"A",,"R",74,"R",0,"R",74,"R",63,"R",85,"R",0,"R",0,"R",0,"R",0,"A",
151874,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",19,"R",63,"R",18,"R",0,"R",18,"R",16,"R",89
151944,"R",195,"R",313,"R",62,"R",222,"R",0,"R",222,"R",155,"R",70,"R",0,"R",0,"R",0,"Z",0,"A",
151962,"R",21,"R",42,"R",50,"R",15,"R",0,"R",15,"R",10,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
152044,"A",,"A",,"A",,"R",11,"R",1,"R",10,"R",8,"R",80,"R",36,"R",1,"R",35,"R",29,"R",83
152080,"R",2000,"R",2147,"R",93,"R",1989,"R",0,"R",1989,"R",1935,"R",97,"R",2,"R",0,"R",2,"R",0,"R",0
152099,"R",257,"R",401,"R",64,"R",337,"R",1,"R",336,"R",235,"R",70,"R",12,"R",0,"R",12,"R",9,"R",75
152150,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",6,"R",86,"R",11,"R",1,"R",10,"R",8,"R",80
152220,"A",,"A",,"A",,"R",203,"R",0,"R",203,"R",152,"R",75,"R",88,"R",0,"R",88,"R",0,"R",0
152248,"R",1215,"R",2182,"R",56,"R",1223,"R",2,"R",1221,"R",767,"R",63,"R",229,"R",0,"R",229,"R",102,"R",45
152266,"R",746,"R",1451,"R",51,"R",691,"R",0,"R",691,"R",399,"R",58,"R",109,"R",0,"R",109,"R",51,"R",47
152275,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",62,"R",82,"R",34,"R",0,"R",34,"R",29,"R",85
152309,"A",,"A",,"A",,"R",40,"Z",0,"R",40,"R",40,"R",100,"R",3,"R",0,"R",3,"R",3,"R",100
152318,"R",482,"R",514,"R",94,"R",475,"R",0,"R",475,"R",426,"R",90,"R",0,"R",0,"R",0,"R",0,"A",
152327,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",24,"R",75,"R",11,"R",0,"R",11,"R",7,"R",64
152336,"R",318,"R",513,"R",62,"R",351,"R",0,"R",351,"R",253,"R",72,"R",4,"R",0,"R",4,"R",1,"R",25
152363,"R",296,"R",381,"R",78,"R",302,"R",0,"R",302,"R",188,"R",62,"R",1,"R",0,"R",1,"R",0,"R",0
152381,"R",99,"R",477,"R",21,"R",79,"R",0,"R",79,"R",61,"R",77,"R",34,"R",0,"R",34,"R",34,"R",100
152390,"R",455,"R",491,"R",93,"R",479,"Z",0,"R",479,"R",377,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",
152415,"A",,"A",,"A",,"R",110,"R",0,"R",110,"R",39,"R",35,"R",33,"R",0,"R",33,"R",12,"R",36
152424,"R",51,"R",166,"R",31,"R",37,"R",0,"R",37,"R",21,"R",57,"R",24,"R",0,"R",24,"R",4,"R",17
152497,"R",20,"R",76,"R",26,"R",16,"R",0,"R",16,"R",10,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
152530,"R",465,"R",510,"R",91,"R",472,"R",0,"R",472,"R",398,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
152567,"R",433,"R",512,"R",85,"R",416,"R",0,"R",416,"R",285,"R",69,"R",1,"R",0,"R",1,"R",0,"R",0
152600,"R",656,"R",816,"R",80,"R",713,"R",0,"R",713,"R",604,"R",85,"R",2,"R",0,"R",2,"R",1,"R",50
152628,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",10,"R",53,"R",27,"R",0,"R",27,"R",16,"R",59
152637,"R",1955,"R",3542,"R",55,"R",20,"R",0,"R",20,"R",13,"R",65,"R",0,"R",0,"R",0,"R",0,"A",
152673,"R",253,"R",256,"R",99,"R",250,"R",1,"R",249,"R",213,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
152798,"R",4,"C",92,"C",4,"R",45,"R",0,"R",45,"R",32,"R",71,"R",0,"R",0,"R",0,"R",0,"A",
152822,"R",125,"R",258,"R",48,"R",147,"Z",0,"R",147,"R",106,"R",72,"R",10,"Z",0,"R",10,"R",3,"R",30
152992,"R",252,"R",385,"R",65,"R",255,"R",2,"R",253,"R",164,"R",65,"R",0,"Z",0,"R",0,"Z",0,"A",
153001,"R",274,"R",703,"R",39,"R",228,"Z",0,"R",228,"R",165,"R",72,"R",0,"Z",0,"R",0,"R",0,"A",
153038,"A",,"A",,"A",,"R",10,"Z",0,"R",10,"R",5,"R",50,"R",0,"Z",0,"R",0,"R",0,"A",
153074,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",50,"R",91,"R",0,"R",0,"R",0,"R",0,"A",
153083,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",51,"R",91,"R",0,"R",0,"R",0,"R",0,"A",
153092,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
153108,"R",405,"R",478,"R",85,"R",423,"R",0,"R",423,"R",339,"R",80,"R",1,"R",0,"R",1,"R",0,"R",0
153126,"R",139,"R",276,"R",50,"R",187,"R",0,"R",187,"R",150,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
153144,"R",341,"R",407,"R",84,"R",342,"R",0,"R",342,"R",274,"R",80,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153162,"R",341,"R",383,"R",89,"R",316,"Z",0,"R",316,"R",276,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153171,"A",,"A",,"A",,"R",13,"Z",0,"R",13,"R",10,"R",77,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153214,"R",2147,"R",6249,"R",34,"R",2156,"Z",0,"R",2156,"R",1198,"R",56,"R",1044,"Z",0,"R",1044,"R",340,"R",33
153241,"R",2,"R",22,"R",9,"R",9,"R",0,"R",9,"R",3,"R",33,"R",0,"R",0,"R",0,"R",0,"A",
153250,"R",390,"R",422,"R",92,"R",395,"R",0,"R",395,"R",288,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
153269,"R",902,"R",1051,"R",86,"R",924,"Z",0,"R",924,"R",793,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153278,"R",337,"R",471,"R",72,"R",298,"R",0,"R",298,"R",199,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
153296,"R",297,"R",418,"R",71,"R",294,"R",0,"R",294,"R",142,"R",48,"R",42,"R",0,"R",42,"R",3,"R",7
153302,"R",61,"R",61,"R",100,"R",58,"R",0,"R",58,"R",37,"R",64,"R",16,"R",0,"R",16,"R",4,"R",25
153311,"R",1023,"R",2335,"R",44,"R",1065,"R",0,"R",1065,"R",540,"R",51,"R",504,"R",1,"R",503,"R",169,"R",34
153320,"R",92,"R",117,"R",79,"R",94,"R",2,"R",92,"R",71,"R",77,"R",2,"R",0,"R",2,"R",1,"R",50
153339,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",6,"R",86,"R",0,"R",0,"R",0,"Z",0,"A",
153366,"R",197,"R",665,"R",30,"R",272,"R",1,"R",271,"R",179,"R",66,"R",0,"R",0,"R",0,"R",0,"A",
153375,"R",345,"R",739,"R",47,"R",171,"Z",0,"R",171,"R",114,"R",67,"R",1,"Z",0,"R",1,"R",1,"R",100
153384,"R",464,"R",468,"R",99,"R",426,"R",0,"R",426,"R",398,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153409,"R",15,"R",52,"R",29,"R",7,"R",0,"R",7,"R",6,"R",86,"R",2,"R",0,"R",2,"R",2,"R",100
153418,"R",45,"C",144,"C",31,"R",12,"R",0,"R",12,"R",10,"R",83,"R",5,"R",0,"R",5,"R",5,"R",100
153427,"R",148,"R",148,"R",100,"R",143,"R",0,"R",143,"R",112,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
153445,"R",867,"R",2939,"R",29,"R",1246,"R",0,"R",1246,"R",657,"R",53,"R",730,"R",0,"R",730,"R",92,"R",13
153463,"A",,"A",,"A",,"R",18,"Z",0,"R",18,"R",12,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153472,"A",,"A",,"A",,"R",859,"Z",0,"R",859,"R",534,"R",62,"R",69,"Z",0,"R",69,"R",20,"R",29
153524,"R",801,"R",1364,"R",59,"R",786,"R",0,"R",786,"R",421,"R",54,"R",108,"R",0,"R",108,"R",28,"R",26
153533,"R",657,"R",1900,"R",35,"R",593,"R",0,"R",593,"R",360,"R",61,"R",138,"R",0,"R",138,"R",51,"R",37
153542,"R",12,"R",12,"R",100,"R",12,"R",0,"R",12,"R",9,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
153588,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
153597,"A",,"A",,"A",,"R",73,"Z",0,"R",73,"R",46,"R",63,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153603,"R",4370,"R",6264,"R",70,"R",4315,"R",1,"R",4314,"R",3604,"R",84,"R",13,"R",0,"R",13,"R",7,"R",54
153621,"R",150,"R",150,"R",100,"R",127,"R",0,"R",127,"R",65,"R",51,"R",0,"R",0,"R",0,"R",0,"A",
153630,"R",746,"R",2265,"R",33,"R",658,"R",0,"R",658,"R",326,"R",50,"R",98,"R",0,"R",98,"R",49,"R",50
153658,"R",4182,"R",5760,"R",73,"R",4253,"Z",0,"R",4253,"R",3536,"R",83,"R",34,"Z",0,"R",34,"R",25,"R",74
153737,"R",2753,"R",4566,"R",60,"R",2446,"R",1,"R",2445,"R",1483,"R",61,"R",507,"R",0,"R",507,"R",181,"R",36
153746,"A",,"A",,"A",,"R",38,"Z",0,"R",38,"R",29,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153764,"A",,"A",,"A",,"R",120,"Z",0,"R",120,"R",95,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153773,"A",,"A",,"A",,"R",78,"Z",0,"R",78,"R",71,"R",91,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153782,"A",,"A",,"A",,"R",27,"Z",0,"R",27,"R",25,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"A",
153825,"R",385,"R",452,"R",85,"R",374,"R",0,"R",374,"R",277,"R",74,"R",1,"R",0,"R",1,"R",0,"R",0
153834,"R",630,"R",665,"R",95,"R",659,"R",0,"R",659,"R",563,"R",85,"R",0,"R",0,"R",0,"R",0,"A",
153861,"R",34,"R",114,"R",30,"R",38,"R",0,"R",38,"R",17,"R",45,"R",3,"R",0,"R",3,"R",0,"R",0
153922,"R",385,"R",537,"R",72,"R",350,"R",0,"R",350,"R",184,"R",53,"R",97,"R",0,"R",97,"R",37,"R",38
153977,"R",32,"R",224,"R",14,"R",56,"Z",0,"R",56,"R",28,"R",50,"R",8,"Z",0,"R",8,"R",4,"R",50
154004,"R",302,"R",385,"R",78,"R",290,"Z",0,"R",290,"R",202,"R",70,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154013,"R",172,"R",426,"R",40,"R",140,"R",0,"R",140,"R",114,"R",81,"R",2,"R",0,"R",2,"R",2,"R",100
154022,"R",1656,"R",10545,"R",16,"R",802,"R",0,"R",802,"R",323,"R",40,"R",15,"R",0,"R",15,"R",1,"R",7
154059,"R",766,"R",1089,"R",70,"R",646,"Z",0,"R",646,"R",293,"R",45,"R",81,"Z",0,"R",81,"R",44,"R",54
154095,"R",1986,"R",3067,"R",65,"R",1934,"Z",0,"R",1934,"R",1608,"R",83,"R",57,"Z",0,"R",57,"R",38,"R",67
154101,"R",293,"R",328,"R",89,"R",324,"R",0,"R",324,"R",246,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
154110,"R",460,"R",1745,"R",26,"R",494,"Z",0,"R",494,"R",318,"R",64,"R",122,"Z",0,"R",122,"R",56,"R",46
154129,"R",206,"R",838,"R",25,"R",217,"Z",0,"R",217,"R",199,"R",92,"R",8,"Z",0,"R",8,"R",7,"R",88
154165,"A",,"A",,"A",,"R",33,"Z",0,"R",33,"R",26,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154174,"R",5,"C",22,"C",23,"R",8,"Z",0,"R",8,"R",6,"R",75,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154208,"A",,"A",,"A",,"R",118,"R",0,"R",118,"R",95,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
154235,"R",572,"R",919,"R",62,"R",509,"R",0,"R",509,"R",385,"R",76,"R",1,"R",0,"R",1,"R",0,"R",0
154262,"R",4,"C",4,"C",100,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
154332,"A",,"A",,"A",,"R",37,"Z",0,"R",37,"R",33,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154341,"A",,"A",,"A",,"R",66,"Z",0,"R",66,"R",52,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154350,"R",386,"R",500,"R",77,"R",385,"R",0,"R",385,"R",305,"R",79,"R",536,"R",1,"R",535,"R",138,"R",26
154378,"R",311,"R",1174,"R",26,"R",307,"Z",0,"R",307,"R",168,"R",55,"R",93,"Z",0,"R",93,"R",43,"R",46
154396,"R",202,"R",871,"R",23,"R",267,"Z",0,"R",267,"R",166,"R",62,"R",35,"Z",0,"R",35,"R",21,"R",60
154448,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",54,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
154457,"A",,"A",,"A",,"R",26,"Z",0,"R",26,"R",22,"R",85,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154466,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",9,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154484,"A",,"A",,"A",,"R",7,"Z",0,"R",7,"R",6,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154493,"R",188,"R",1029,"R",18,"R",164,"Z",0,"R",164,"R",99,"R",60,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154518,"R",118,"R",229,"R",52,"R",141,"R",0,"R",141,"R",87,"R",62,"R",0,"R",0,"R",0,"Z",0,"A",
154527,"R",514,"R",550,"R",93,"R",545,"R",3,"R",542,"R",412,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",
154545,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",16,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
154572,"R",305,"R",739,"R",41,"R",286,"R",0,"R",286,"R",132,"R",46,"R",104,"R",0,"R",104,"R",36,"R",35
154590,"R",193,"R",454,"R",43,"R",268,"R",10,"R",258,"R",147,"R",57,"R",22,"R",0,"R",22,"R",12,"R",55
154633,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",18,"R",60,"R",0,"R",0,"R",0,"R",0,"A",
154642,"R",427,"R",827,"R",52,"R",433,"Z",0,"R",433,"R",231,"R",53,"R",222,"Z",0,"R",222,"R",70,"R",32
154688,"A",,"A",,"A",,"R",250,"R",0,"R",250,"R",182,"R",73,"R",13,"R",0,"R",13,"R",11,"R",85
154697,"R",273,"R",1709,"R",16,"R",373,"R",0,"R",373,"R",204,"R",55,"R",799,"R",1,"R",798,"R",151,"R",19
154712,"R",396,"R",456,"R",87,"R",363,"R",0,"R",363,"R",275,"R",76,"R",1,"R",0,"R",1,"R",1,"R",100
154721,"R",176,"R",253,"R",70,"R",128,"R",0,"R",128,"R",79,"R",62,"R",0,"R",0,"R",0,"R",0,"A",
154749,"R",119,"R",167,"R",71,"R",108,"R",0,"R",108,"R",77,"R",71,"R",0,"R",0,"R",0,"R",0,"A",
154767,"R",132,"R",132,"R",100,"R",143,"R",0,"R",143,"R",63,"R",44,"R",0,"R",0,"R",0,"R",0,"A",
154776,"R",126,"R",174,"R",72,"R",70,"Z",0,"R",70,"R",35,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
154794,"R",99,"R",99,"R",100,"R",32,"Z",0,"R",32,"R",19,"R",59,"R",0,"R",0,"R",0,"Z",0,"A",
154800,"R",1043,"R",2857,"R",37,"R",1002,"R",0,"R",1002,"R",584,"R",58,"R",294,"R",0,"R",294,"R",113,"R",38
154819,"A",,"A",,"A",,"P",141,"P",0,"P",141,"P",110,"P",78,"A",,"A",,"A",,"A",,"A",
154837,"R",0,"R",4,"R",0,"R",1,"R",0,"R",1,"R",1,"R",100,"R",6,"R",0,"R",6,"R",5,"R",83
154855,"R",94,"R",291,"R",32,"R",85,"R",0,"R",85,"R",52,"R",61,"R",40,"Z",0,"R",40,"R",8,"R",20
154907,"R",193,"R",377,"R",51,"R",269,"Z",0,"R",269,"R",143,"R",53,"R",35,"Z",0,"R",35,"R",5,"R",14
154925,"R",607,"R",708,"R",86,"R",416,"Z",0,"R",416,"R",226,"R",54,"R",43,"Z",0,"R",43,"R",43,"R",100
154934,"R",199,"R",605,"R",33,"R",188,"R",1,"R",187,"R",123,"R",66,"R",6,"R",0,"R",6,"R",4,"R",67
154943,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",20,"R",87,"R",8,"R",0,"R",8,"R",7,"R",88
154952,"R",508,"R",1413,"R",36,"R",849,"R",1,"R",848,"R",413,"R",49,"R",343,"R",0,"R",343,"R",93,"R",27
154970,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",27,"R",61,"R",8,"R",0,"R",8,"R",5,"R",63
154998,"R",260,"R",345,"R",75,"R",329,"R",0,"R",329,"R",159,"R",48,"R",53,"R",0,"R",53,"R",16,"R",30
155007,"R",42,"R",251,"R",17,"R",40,"R",0,"R",40,"R",23,"R",58,"R",59,"R",0,"R",59,"R",12,"R",20
155025,"R",655,"R",1158,"R",57,"R",746,"R",0,"R",746,"R",514,"R",69,"R",20,"R",0,"R",20,"R",13,"R",65
155052,"R",64,"R",212,"R",30,"R",84,"R",0,"R",84,"R",59,"R",70,"R",85,"R",0,"R",85,"R",50,"R",59
155061,"R",766,"R",2800,"R",27,"R",759,"R",0,"R",759,"R",561,"R",74,"R",43,"R",0,"R",43,"R",21,"R",49
155070,"R",34,"C",52,"C",65,"R",37,"R",0,"R",37,"R",29,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
155089,"R",169,"R",419,"R",40,"R",139,"R",0,"R",139,"R",71,"R",51,"R",12,"R",0,"R",12,"R",2,"R",17
155098,"R",335,"R",812,"R",41,"R",382,"R",0,"R",382,"R",235,"R",62,"R",107,"R",0,"R",107,"R",36,"R",34
155104,"R",377,"R",442,"R",85,"R",351,"R",0,"R",351,"R",205,"R",58,"R",68,"R",0,"R",68,"R",16,"R",24
155140,"R",218,"R",346,"R",63,"R",224,"R",0,"R",224,"R",96,"R",43,"R",9,"R",0,"R",9,"R",0,"R",0
155159,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",19,"R",95,"R",0,"R",0,"R",0,"R",0,"A",
155177,"R",176,"R",177,"R",99,"R",174,"R",0,"R",174,"R",115,"R",66,"R",0,"R",0,"R",0,"R",0,"A",
155186,"R",419,"R",1483,"R",28,"R",405,"Z",0,"R",405,"R",195,"R",48,"R",217,"Z",0,"R",217,"R",55,"R",25
155195,"R",902,"R",1324,"R",68,"R",800,"R",0,"R",800,"R",526,"R",66,"R",169,"R",0,"R",169,"R",36,"R",21
155201,"R",216,"R",370,"R",58,"R",253,"R",0,"R",253,"R",105,"R",42,"R",42,"R",0,"R",42,"R",8,"R",19
155210,"R",1405,"R",6194,"R",23,"R",1408,"R",0,"R",1408,"R",816,"R",58,"R",624,"R",0,"R",624,"R",256,"R",41
155265,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",10,"R",16,"R",0,"R",0,"R",0,"R",0,"A",
155283,"A",,"A",,"A",,"R",287,"R",3,"R",284,"R",171,"R",60,"Z",0,"Z",0,"Z",0,"Z",0,"A",
155292,"R",472,"R",1600,"R",30,"R",528,"Z",0,"R",528,"R",303,"R",57,"R",390,"Z",0,"R",390,"R",140,"R",36
155317,"R",4441,"R",6135,"R",72,"R",4034,"R",1,"R",4033,"R",3216,"R",80,"R",50,"R",0,"R",50,"R",12,"R",24
155335,"R",115,"R",903,"R",13,"R",133,"R",0,"R",133,"R",96,"R",72,"R",3,"R",0,"R",3,"R",1,"R",33
155353,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",43,"R",81,"Z",0,"Z",0,"Z",0,"Z",0,"A",
155399,"R",3541,"R",4933,"R",72,"R",3301,"R",0,"R",3301,"R",2452,"R",74,"R",225,"R",0,"R",225,"R",58,"R",26
155414,"R",138,"R",256,"R",54,"R",110,"R",0,"R",110,"R",59,"R",54,"R",5,"R",0,"R",5,"R",2,"R",40
155423,"A",,"A",,"A",,"R",94,"Z",0,"R",94,"R",76,"R",81,"R",256,"Z",0,"R",256,"R",59,"R",23
155441,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",4,"R",67,"R",9,"R",0,"R",9,"R",9,"R",100
155450,"R",181,"R",511,"R",35,"R",113,"R",0,"R",113,"R",63,"R",56,"R",28,"R",0,"R",28,"R",23,"R",82
155487,"R",89,"R",258,"R",34,"R",98,"R",0,"R",98,"R",61,"R",62,"R",17,"Z",0,"R",17,"R",5,"R",29
155496,"R",88,"R",133,"R",66,"R",74,"R",0,"R",74,"R",45,"R",61,"R",0,"R",0,"R",0,"R",0,"A",
155511,"R",135,"R",201,"R",67,"R",134,"Z",0,"R",134,"R",92,"R",69,"Z",0,"Z",0,"Z",0,"Z",0,"A",
155520,"R",204,"R",437,"R",47,"R",216,"R",0,"R",216,"R",157,"R",73,"R",1,"R",0,"R",1,"R",1,"R",100
155566,"R",231,"R",495,"R",47,"R",209,"Z",0,"R",209,"R",101,"R",48,"R",33,"Z",0,"R",33,"R",6,"R",18
155593,"A",,"A",,"A",,"R",200,"R",0,"R",200,"R",160,"R",80,"R",4,"R",0,"R",4,"R",4,"R",100
155609,"A",,"A",,"A",,"R",90,"Z",0,"R",90,"R",62,"R",69,"R",7,"Z",0,"R",7,"R",2,"R",29
155618,"A",,"A",,"A",,"R",143,"R",1,"R",142,"R",124,"R",87,"R",4,"R",0,"R",4,"R",4,"R",100
155627,"R",201,"R",245,"R",82,"R",161,"Z",0,"R",161,"R",87,"R",54,"Z",0,"Z",0,"Z",0,"Z",0,"A",
155681,"R",1018,"R",1629,"R",62,"R",997,"R",0,"R",997,"R",735,"R",74,"R",19,"R",0,"R",19,"R",7,"R",37
155715,"R",270,"R",483,"R",56,"R",270,"R",1,"R",269,"R",141,"R",52,"R",9,"R",0,"R",9,"R",3,"R",33
155812,"R",113,"R",235,"R",48,"R",66,"R",0,"R",66,"R",47,"R",71,"R",0,"R",0,"R",0,"R",0,"A",
155830,"A",,"A",,"A",,"R",111,"R",0,"R",111,"R",87,"R",78,"R",2,"R",0,"R",2,"R",1,"R",50
