UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4NC200,L4NC200,XL4GR200,L4GR200 
185679,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",0,"R",5,"Z",0,"R",0,"R",1,"R",20,"R",0,"R",5,"R",0,"R",1,"R",20
185721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",321,"R",0,"R",321,"R",0,"R",0,"R",233,"R",73,"R",0,"R",321,"R",0,"R",233,"R",73
185730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",1,"R",24,"R",1,"R",4,"R",3,"R",13,"R",0,"R",24,"R",0,"R",3,"R",13
185767,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",0,"R",0,"R",11,"R",92,"R",0,"R",12,"R",1,"R",12,"R",100
185828,"R",663,"R",5,"R",658,"R",106,"R",16,"R",365,"R",55,"R",3,"R",655,"R",41,"R",406,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
185873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1876,"R",0,"R",1876,"R",211,"R",11,"R",506,"R",27,"R",0,"R",1876,"R",116,"R",622,"R",33
185916,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",176,"R",0,"R",176,"R",102,"R",58,"R",156,"R",89,"R",0,"R",176,"R",0,"R",156,"R",89
185970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",128,"R",0,"R",128,"R",23,"R",18,"R",92,"R",72,"R",0,"R",128,"R",0,"R",92,"R",72
186016,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",125,"R",1,"R",124,"R",13,"R",10,"R",111,"R",90,"R",0,"R",124,"R",3,"R",114,"R",92
186034,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",620,"R",0,"R",620,"R",5,"R",1,"R",43,"R",7,"R",0,"R",620,"R",29,"R",72,"R",12
186052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",284,"R",0,"R",284,"R",184,"R",65,"R",191,"R",67,"R",0,"R",284,"R",0,"R",191,"R",67
186131,"R",1165,"R",1,"R",1164,"R",1049,"R",90,"R",1118,"R",96,"Z",0,"R",1164,"R",8,"R",1126,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186186,"R",15,"R",0,"R",15,"Z",0,"R",0,"R",3,"R",20,"R",0,"R",15,"R",0,"R",3,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186201,"R",684,"R",0,"R",684,"R",363,"R",53,"R",477,"R",70,"Z",0,"R",684,"R",6,"R",483,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186274,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",176,"R",0,"R",176,"R",0,"R",0,"R",86,"R",49,"R",0,"R",176,"R",0,"R",86,"R",49
186283,"R",961,"R",3,"R",958,"R",439,"R",46,"R",552,"R",58,"R",1,"R",957,"R",11,"R",563,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",27,"R",57,"R",27,"R",57,"R",0,"R",47,"R",1,"R",28,"R",60
186371,"R",451,"R",3,"R",448,"R",132,"R",29,"R",262,"R",58,"R",0,"R",448,"R",23,"R",285,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186380,"R",5070,"R",7,"R",5063,"R",2495,"R",49,"R",3777,"R",75,"R",0,"R",5063,"R",107,"R",3884,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186399,"R",1001,"R",2,"R",999,"R",258,"R",26,"R",587,"R",59,"R",0,"R",999,"R",54,"R",641,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186405,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",2,"R",100,"R",0,"R",2,"R",0,"R",2,"R",100
186432,"R",449,"R",0,"R",449,"R",148,"R",33,"R",214,"R",48,"R",0,"R",449,"R",7,"R",221,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186469,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",171,"R",0,"R",171,"R",25,"R",15,"R",34,"R",20,"R",0,"R",171,"R",6,"R",40,"R",23
186584,"R",1158,"R",1,"R",1157,"R",523,"R",45,"R",700,"R",61,"R",0,"R",1157,"R",12,"R",712,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186593,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",0,"R",0,"R",15,"R",79,"R",0,"R",19,"R",1,"R",16,"R",84
186618,"R",148,"R",0,"R",148,"R",72,"R",49,"R",88,"R",59,"R",0,"R",148,"R",1,"R",89,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186645,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",901,"R",0,"R",901,"R",45,"R",5,"R",159,"R",18,"R",0,"R",901,"R",57,"R",216,"R",24
186867,"R",351,"R",0,"R",351,"R",155,"R",44,"R",276,"R",79,"R",0,"R",351,"R",5,"R",281,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186876,"R",799,"R",5,"R",794,"R",338,"R",43,"R",516,"R",65,"Z",0,"R",794,"R",20,"R",536,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
186900,"R",14,"R",0,"R",14,"Z",0,"R",0,"R",2,"R",14,"R",0,"R",14,"R",0,"R",2,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",60,"R",91,"R",61,"R",92,"R",0,"R",66,"R",2,"R",63,"R",95
187134,"R",1232,"R",1,"R",1231,"R",834,"R",68,"R",1046,"R",85,"R",0,"R",1231,"R",9,"R",1055,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187161,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",249,"R",0,"R",249,"R",39,"R",16,"R",146,"R",59,"R",0,"R",249,"R",13,"R",159,"R",64
187198,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1666,"R",0,"R",1666,"R",28,"R",2,"R",99,"R",6,"R",0,"R",1666,"R",74,"R",173,"R",10
187444,"R",1286,"R",0,"R",1286,"R",208,"R",16,"R",583,"R",45,"R",1,"R",1285,"R",64,"R",647,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187505,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",472,"R",0,"R",472,"R",256,"R",54,"R",269,"R",57,"R",0,"R",472,"R",0,"R",269,"R",57
187532,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1594,"R",0,"R",1594,"R",63,"R",4,"R",133,"R",8,"Z",0,"R",1594,"R",7,"R",140,"R",9
187596,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",161,"R",0,"R",161,"R",128,"R",80,"R",131,"R",81,"R",3,"R",158,"R",9,"R",140,"R",89
187602,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",28,"R",44,"R",43,"R",67,"R",0,"R",64,"R",0,"R",43,"R",67
187620,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",586,"R",0,"R",586,"R",7,"R",1,"R",49,"R",8,"Z",0,"R",586,"R",50,"R",99,"R",17
187639,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",1,"R",1,"R",3,"R",3,"R",0,"R",101,"R",0,"R",3,"R",3
187648,"R",528,"R",3,"R",525,"R",52,"R",10,"R",149,"R",28,"R",1,"R",524,"R",19,"R",168,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187666,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",387,"R",1,"R",386,"R",53,"R",14,"R",55,"R",14,"Z",0,"R",386,"R",21,"R",76,"R",20
187745,"R",2,"R",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187897,"R",212,"R",2,"R",210,"R",19,"R",9,"R",45,"R",21,"R",0,"R",210,"R",7,"R",52,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187903,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",361,"R",0,"R",361,"R",64,"R",18,"R",64,"R",18,"R",0,"R",361,"R",1,"R",65,"R",18
187912,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",253,"R",0,"R",253,"R",72,"R",28,"R",72,"R",28,"R",0,"R",253,"R",0,"R",72,"R",28
187958,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",268,"R",0,"R",268,"R",4,"R",1,"R",16,"R",6,"R",0,"R",268,"R",6,"R",22,"R",8
187967,"R",279,"R",0,"R",279,"R",43,"R",15,"R",134,"R",48,"R",0,"R",279,"R",6,"R",140,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187976,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"Z",0,"R",0,"R",4,"R",7,"R",0,"R",61,"R",1,"R",5,"R",8
187985,"R",2760,"R",2,"R",2758,"R",314,"R",11,"R",1205,"R",44,"R",0,"R",2758,"R",174,"R",1379,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
187994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",206,"R",0,"R",206,"R",5,"R",2,"R",19,"R",9,"R",0,"R",206,"R",7,"R",26,"R",13
188003,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141,"R",0,"R",141,"R",1,"R",1,"R",8,"R",6,"Z",0,"R",141,"R",7,"R",15,"R",11
188021,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",2,"R",4,"R",9,"R",16,"R",0,"R",56,"R",3,"R",12,"R",21
188030,"R",1977,"R",0,"R",1977,"R",257,"R",13,"R",844,"R",43,"Z",0,"R",1977,"R",137,"R",981,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188049,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",238,"R",0,"R",238,"R",1,"R",0,"R",19,"R",8,"R",0,"R",238,"R",5,"R",24,"R",10
188100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",508,"R",0,"R",508,"R",41,"R",8,"R",73,"R",14,"R",0,"R",508,"R",30,"R",103,"R",20
188137,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",173,"R",0,"R",173,"R",7,"R",4,"R",15,"R",9,"R",0,"R",173,"R",4,"R",19,"R",11
188146,"R",156,"R",0,"R",156,"R",43,"R",28,"R",62,"R",40,"R",0,"R",156,"R",1,"R",63,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188182,"R",38,"R",4,"R",34,"Z",0,"R",0,"R",17,"R",50,"R",1,"R",33,"R",12,"R",29,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188216,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",204,"R",0,"R",204,"R",29,"R",14,"R",29,"R",14,"R",0,"R",204,"R",23,"R",52,"R",25
188225,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"Z",0,"R",0,"R",1,"R",2,"R",0,"R",56,"R",0,"R",1,"R",2
188261,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",98,"R",0,"R",98,"R",26,"R",27,"R",26,"R",27,"Z",0,"R",98,"R",4,"R",30,"R",31
188304,"R",283,"R",0,"R",283,"R",14,"R",5,"R",50,"R",18,"R",0,"R",283,"R",9,"R",59,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188340,"R",75,"R",0,"R",75,"R",16,"R",21,"R",30,"R",40,"Z",0,"R",75,"R",5,"R",35,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188429,"R",666,"R",0,"R",666,"R",373,"R",56,"R",423,"R",64,"R",0,"R",666,"R",8,"R",431,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",741,"R",0,"R",741,"R",95,"R",13,"R",153,"R",21,"R",0,"R",741,"R",27,"R",180,"R",24
188465,"R",51,"R",0,"R",51,"R",6,"R",12,"R",6,"R",12,"R",0,"R",51,"R",5,"R",11,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188517,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",107,"R",0,"R",107,"R",11,"R",10,"R",35,"R",33,"R",0,"R",107,"R",2,"R",37,"R",35
188526,"R",160,"R",0,"R",160,"R",113,"R",71,"R",113,"R",71,"Z",0,"R",160,"R",11,"R",124,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188641,"R",474,"R",0,"R",474,"R",247,"R",52,"R",317,"R",67,"R",0,"R",474,"R",6,"R",323,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
188650,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",553,"R",0,"R",553,"R",377,"R",68,"R",377,"R",68,"R",0,"R",553,"R",0,"R",377,"R",68
188669,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",4,"R",18,"R",4,"R",18,"R",0,"R",22,"R",0,"R",4,"R",18
188678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",44,"R",72,"R",44,"R",72,"Z",0,"R",61,"Z",0,"R",44,"R",72
188687,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",8,"R",38,"R",8,"R",38,"R",0,"R",21,"R",1,"R",9,"R",43
188696,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",15,"R",60,"R",19,"R",76,"R",0,"R",25,"R",3,"R",22,"R",88
188890,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",964,"R",2,"R",962,"R",424,"R",44,"R",593,"R",62,"R",0,"R",962,"R",48,"R",641,"R",67
188915,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",1,"R",14,"R",1,"R",14,"R",0,"R",7,"R",0,"R",1,"R",14
188942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",11,"R",79,"R",11,"R",79,"R",0,"R",14,"R",0,"R",11,"R",79
188988,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198,"R",0,"R",198,"R",9,"R",5,"R",105,"R",53,"R",0,"R",198,"R",34,"R",139,"R",70
189088,"R",343,"R",0,"R",343,"R",233,"R",68,"R",260,"R",76,"R",1,"R",342,"R",1,"R",261,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189097,"R",533,"R",1,"R",532,"R",436,"R",82,"R",473,"R",89,"R",0,"R",532,"R",6,"R",479,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",181,"R",3,"R",178,"R",97,"R",54,"R",109,"R",61,"R",0,"R",178,"R",0,"R",109,"R",61
189228,"R",394,"R",0,"R",394,"R",122,"R",31,"R",134,"R",34,"R",0,"R",394,"R",10,"R",144,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189264,"R",17,"R",0,"R",17,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",17,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189273,"R",33,"R",0,"R",33,"Z",0,"R",0,"R",7,"R",21,"R",0,"R",33,"R",0,"R",7,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189282,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",5,"R",100,"R",0,"R",5,"R",0,"R",5,"R",100
189404,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",0,"R",0,"R",40,"R",68,"R",0,"R",59,"R",0,"R",40,"R",68
189413,"R",225,"R",5,"R",220,"Z",0,"R",0,"R",34,"R",15,"R",0,"R",220,"R",2,"R",36,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189422,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",10,"R",6,"R",36,"R",23,"R",1,"R",155,"R",16,"R",52,"R",34
189459,"R",53,"R",0,"R",53,"R",5,"R",9,"R",12,"R",23,"R",0,"R",53,"R",0,"R",12,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142,"R",0,"R",142,"R",111,"R",78,"R",114,"R",80,"R",0,"R",142,"R",4,"R",118,"R",83
189477,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",128,"R",0,"R",128,"R",59,"R",46,"R",73,"R",57,"R",0,"R",128,"R",0,"R",73,"R",57
189547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1298,"R",0,"R",1298,"R",270,"R",21,"R",357,"R",28,"R",0,"R",1298,"R",75,"R",432,"R",33
189565,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",13,"R",15,"R",22,"R",25,"R",0,"R",87,"R",5,"R",27,"R",31
189574,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",186,"R",0,"R",186,"R",67,"R",36,"R",67,"R",36,"R",0,"R",186,"R",14,"R",81,"R",44
189592,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",11,"R",19,"R",20,"R",34,"R",0,"R",59,"R",8,"R",28,"R",47
189653,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",7,"R",37,"R",7,"R",37,"R",0,"R",19,"R",3,"R",10,"R",53
189705,"R",850,"R",0,"R",850,"R",465,"R",55,"R",575,"R",68,"R",0,"R",850,"R",9,"R",584,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189714,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",31,"R",49,"R",51,"R",81,"R",0,"R",63,"R",0,"R",51,"R",81
189811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",22,"R",67,"R",29,"R",88,"R",0,"R",33,"R",0,"R",29,"R",88
189839,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",512,"R",0,"R",512,"R",83,"R",16,"R",96,"R",19,"R",0,"R",512,"R",26,"R",122,"R",24
189848,"R",260,"R",0,"R",260,"R",91,"R",35,"R",104,"R",40,"R",0,"R",260,"R",2,"R",106,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189857,"R",95,"R",0,"R",95,"Z",0,"R",0,"R",11,"R",12,"R",0,"R",95,"R",0,"R",11,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
189954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",21,"R",66,"R",21,"R",66,"R",0,"R",32,"R",0,"R",21,"R",66
190008,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",8,"R",80,"R",0,"R",10,"R",0,"R",8,"R",80
190044,"R",725,"R",2,"R",723,"R",391,"R",54,"R",503,"R",70,"R",0,"R",723,"R",7,"R",510,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190053,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",391,"R",0,"R",391,"R",75,"R",19,"R",99,"R",25,"Z",0,"R",391,"R",70,"R",169,"R",43
190099,"R",728,"R",0,"R",728,"R",629,"R",86,"R",664,"R",91,"R",0,"R",728,"R",0,"R",664,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190114,"R",226,"R",0,"R",226,"R",88,"R",39,"R",97,"R",43,"R",0,"R",226,"R",5,"R",102,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190150,"R",1386,"R",0,"R",1386,"R",1168,"R",84,"R",1283,"R",93,"R",0,"R",1386,"R",9,"R",1292,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190169,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",369,"R",0,"R",369,"R",104,"R",28,"R",111,"R",30,"R",0,"R",369,"R",11,"R",122,"R",33
190239,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",145,"R",0,"R",145,"R",15,"R",10,"R",109,"R",75,"R",0,"R",145,"R",0,"R",109,"R",75
190248,"R",135,"R",0,"R",135,"R",43,"R",32,"R",58,"R",43,"R",0,"R",135,"R",0,"R",58,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",4,"R",5,"R",43,"R",53,"R",0,"R",81,"R",0,"R",43,"R",53
190309,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",3,"R",17,"R",14,"R",78,"R",0,"R",18,"R",0,"R",14,"R",78
190318,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",191,"R",0,"R",191,"R",12,"R",6,"R",147,"R",77,"R",0,"R",191,"R",0,"R",147,"R",77
190372,"R",186,"R",0,"R",186,"R",129,"R",69,"R",164,"R",88,"R",0,"R",186,"R",2,"R",166,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190415,"R",3003,"R",4,"R",2999,"R",2605,"R",87,"R",2786,"R",93,"R",0,"R",2999,"R",14,"R",2800,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
190442,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",721,"R",0,"R",721,"R",150,"R",21,"R",184,"R",26,"Z",0,"R",721,"R",22,"R",206,"R",29
190451,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",10,"R",40,"R",10,"R",40,"R",0,"R",25,"R",3,"R",13,"R",52
